Name,Research And Development,Total Operating Expense,Operating Income,"Interest Expense, Net - Operating",Income Tax - Total,Net Income Incl Extra Before Distributions,Preferred Dividends,Basic Normalized EPS,Diluted Normalized EPS,Basic Weighted Average Shares,Diluted Weighted Average Shares,DPS - Common Stock Primary Issue,"Gross Margin, Percent","EBIT Margin, Percent",EBITDA,EBIT,Cash and Short Term Investments,Short Term Investments,"Total Receivables, Net",Total Inventory,Total Current Assets,"Property/Plant/Equipment, Total - Net","Intangibles, Net","Goodwill, Net",Long Term Investments,"Total Assets, Reported",Accounts Payable,Notes Payable/Short Term Debt,Total Current Liabilities,Total Long Term Debt,Total Debt,Total Liabilities,Retained Earnings (Accumulated Deficit),Total Equity,Net Debt Incl. Pref.Stock & Min.Interest,"Other Long Term Assets, Total","Other Liabilities, Total",Depreciation And Amortization,"Cash from Operating Activities, Cumulative","Capital Expenditures, Discrete","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","FOCF Ex Dividends, Discrete","Net Change in Cash, Cumulative","Pretax Margin, Percent",Operating Profit Margin,"Net Profit Margin, (%)",Target
CHP.HM,,532927364770.0,254520093090.0,115898591900.0,12417714300.0,242074622320.0,,1647.40909,1647.40909,146912670.0,146912670.0,1425.0,50.81948,46.5366648812,592105221080.0,366451784580.0,91038683480.0,,296555414770.0,6619059170.0,395359537730.0,2793264019180.0,134811340.0,,,3272703458540.0,32427758850.0,0.0,376922719750.0,1261980213580.0,1511526480950.0,1638902933320.0,304072782410.0,1893861790280.0,1241818643860.0,60753467320.0,,359459110.0,310915750990.0,8651381830.0,-4514560900.0,-485070204180.0,302264369160.0,-178669153610.0,32.31864,,30.74169,1
POM.HM,,13782648595070.0,217601232480.0,394720171920.0,33367022920.0,182224441780.0,,642.65118,642.65118,278543550.0,278543550.0,0.0,5.75366,4.110033825,856439297810.0,575415003500.0,424202499320.0,,3091665550650.0,4745847299310.0,8805711950000.0,6097911988720.0,451163160.0,,10000000000.0,14985379086230.0,1559335570430.0,7048188288820.0,6059788047060.0,1508415584940.0,6915284784930.0,7671156651250.0,1476390680.0,3503322249920.0,6829137105750.0,74761030630.0,95883342000.0,8953967260.0,-461051518880.0,965405821440.0,-933563881190.0,1725714986990.0,-1426457340320.0,330985142880.0,1.54209,,1.30158,1
TDC.HM,,1484143885970.0,174063509560.0,154610202630.0,50082224530.0,120773236460.0,,1901.05222,1901.05222,100000000.0,100000000.0,665.0,35.7848,26.828712079,474249094170.0,444875687820.0,65295311360.0,,630649397550.0,1826310901590.0,2527867492510.0,2316376317460.0,72679969430.0,,71535537230.0,5239796337930.0,1474312724110.0,777370730930.0,3432320695820.0,861867141340.0,1574908918060.0,4420615545350.0,169794048230.0,1254987787610.0,1578355617830.0,13304490590.0,94743421320.0,11558719330.0,-43464899220.0,3966926730.0,-1146926730.0,81669550220.0,-47431825950.0,37057724260.0,10.52129,,6.11606,1
OGC.HM,,349375461970.0,60467202410.0,13728621750.0,3915555230.0,144561124800.0,,482.0,482.0,299919350.0,299919350.0,,24.69541,9.5362594397,81491795779.9999,39083659770.0,503353243050.0,333740507950.0,404153312550.0,297520558460.0,1666710338060.0,917201186170.0,60568394380.0,77787090740.0,184297950260.0,3401706828490.0,34970146990.0,22070421120.0,1290182099660.0,153301588030.0,153301588030.0,3290433266170.0,-2661535190620.0,469910104600.0,360984764010.0,742669845660.0,1018773894540.0,,-134000399360.0,79054594240.0,-2804611350.0,17929578880.0,-213054993600.0,-118875431820.0,26.53096,0.0,35.27235,1
NVT.HM,,192559965870.0,-65930117910.0,16494177320.0,-1715912490.0,-53118112680.0,,-586.94047,-586.94047,90500000.0,90500000.0,,14.97289,-40.2167260171,-22902243210.0,-50926379010.0,48067343420.0,26018626560.0,52216130280.0,12377581070.0,140489523160.0,293230333450.0,408286869260.0,193832043760.0,7629678030.0,1062509473980.0,21404307350.0,22741391450.0,84824191290.0,2775043530.0,31554657560.0,260254668900.0,-654548314020.0,275176282820.0,153262974720.0,8367300260.0,,,25930669140.0,5226708810.0,-297358541110.0,287867897710.0,20703960330.0,16470192180.0,-52.77194,,-41.94755,1
TNT.HM,,604186624200.0,36762772340.0,91956100.0,7054133650.0,29736992160.0,,1114.98593,1114.98593,26757530.0,26757530.0,,8.33799,5.6533087597,36776323880.0,36234848380.0,142277524500.0,,80897247850.0,62318508930.0,504617440650.0,561258200.0,0.0,,0.0,586188089030.0,10041345700.0,0.0,83934661930.0,670850000.0,948410000.0,84605511930.0,10989865650.0,268008865650.0,446582440.0,8339020.0,,541475500.0,-113686981700.0,,740238650.0,254722440000.0,-113686981700.0,141775696950.0,5.7401,,4.63952,1
SBA.HM,,188183584660.0,126697453150.0,34103383840.0,6782887070.0,117159016260.0,,1943.38915,1943.38915,60285930.0,60285930.0,1425.0,56.73702,50.9964399371,214026859330.0,160578119320.0,40865726390.0,,94624060760.0,1946458900.0,142541282460.0,1141129613930.0,0.0,,,1295680236210.0,2102735180.0,14066567440.0,186794762810.0,326286214460.0,429110209990.0,513080977260.0,152834355100.0,804267167280.0,417092358360.0,22584712870.0,,293269230.0,162373166030.0,9561180320.0,-9338462650.0,-124186828610.0,152811985710.0,28847874770.0,39.3615,,37.20739,1
PXS.HM,,1084635214600.0,-3133123140.0,9486581250.0,0.0,1206726030.0,,20.1121,20.1121,60000000.0,60000000.0,0.0,-6.9095,0.4646090507,45554815410.0,5024756600.0,93076032290.0,,253545963570.0,237545362230.0,586934119540.0,444067067940.0,10225508140.0,,26036943380.0,1158655753670.0,553453325020.0,85617133600.0,974687775100.0,1530484620.0,121809751890.0,977577077850.0,-364486238740.0,341024035590.0,56147720970.0,104520728480.0,1358818130.0,2049535050.0,63306507370.0,740470950.0,301928070.0,-36192618290.0,62566036420.0,27414001370.0,0.11158,,0.11158,1
DTL.HM,,1326453315290.0,54297796390.0,42738038150.0,-5240306820.0,56129713570.0,,892.99999,892.99999,60655290.0,60655290.0,0.0,11.73104,6.9832873379,160694189440.0,96421817550.0,5631071010.0,1000000.0,171662508430.0,1006276482960.0,1187190914390.0,650199572310.0,6844048450.0,,,1887374886480.0,209769519840.0,415089665190.0,1397225283420.0,14072011160.0,872439304400.0,1418376401410.0,196223515570.0,1010666484200.0,864646636760.0,41188675300.0,,43436630050.0,493661498310.0,48675261100.0,-44714232230.0,-448231540920.0,444986237210.0,848403370.0,3.68563,,3.92288,1
NNC.HM,,121724407990.0,37317098900.0,,6407962740.0,38622174330.0,,1679.41456,1679.41456,21920000.0,21920000.0,,29.66808,22.8134871578,41095110150.0,36282913750.0,81983820490.0,129990.0,37797563370.0,71427623040.0,191283256900.0,21884764280.0,5976685420.0,,103000000000.0,354494400410.0,3794023630.0,0.0,83048109830.0,0.0,0.0,86035888970.0,62282760830.0,305464599540.0,-50805497530.0,31744301720.0,2983083930.0,100681510.0,66124849650.0,1052876000.0,4304408140.0,-39250934820.0,65071973650.0,31178322970.0,28.31345,0.0,22.34159,0
DLG.HM,,1545903018740.0,-1461247610.0,447827435630.0,-7081194650.0,16673387560.0,,-60.66219,-60.66219,299309720.0,299309720.0,,18.69926,8.7994623041,368059344750.0,135902571460.0,172635609100.0,50000000000.0,1727463249410.0,369435796620.0,2333919358290.0,2833139516030.0,54138580430.0,255114475130.0,37914420980.0,7070348996660.0,382256547140.0,209071748730.0,3033674458000.0,2586779223770.0,3967040005760.0,6034664225480.0,-865906565650.0,2195904520900.0,4139629439940.0,96541255050.0,14391223560.0,95991494990.0,251976493760.0,17856184110.0,-13764136590.0,-231210155040.0,234120309650.0,-15425436170.0,0.30506,,1.07957,1
CMV.HM,,3848934566870.0,12572505250.0,9680362310.0,7295964230.0,27595776120.0,,1695.60315,1695.60315,15187920.0,15187920.0,,3.93247,0.5260033834,28439370300.0,20311657850.0,36673305160.0,5000000000.0,73150384590.0,236747098960.0,360315172330.0,55377061930.0,35426127120.0,,6029757600.0,472853385640.0,83813142900.0,112241649660.0,407400898590.0,0.0,251205346790.0,416231265230.0,34777187290.0,189421410050.0,199163993700.0,13183879670.0,450000000.0,6474354970.0,99447401240.0,3177114480.0,2459473690.0,-112155289500.0,96270286760.0001,-10248414570.0,0.92794,,0.66555,1
BCE.HM,,93611126180.0,17625607190.0,5191108580.0,3877263330.0,22134681590.0,,593.01007,593.01007,34315070.0,34315070.0,475.0,33.03766,20.4120489537,24826012260.0,22705696470.0,71851739340.0,,495529022660.0,74007933840.0,683943476030.0,24289614820.0,19681327530.0,,,808728682630.0,236353799370.0,140235266610.0,580330952770.0,0.0,96992151830.0,580330952770.0,37594941870.0,357568584560.0,81383523350.0,3397074550.0,0.0,1103303200.0,-1210023220.0,5570871200.0,-4513599980.0,61966734060.0,-6780894420.0,56243110860.0,23.38431,,17.51087,1
UDC.HM,,323736068690.0,-20439909120.0,25393999800.0,2137867440.0,-23429525330.0,,-695.32348,-695.32348,34706000.0,34706000.0,,9.25599,1.8877860894,24512365170.0,5725582710.0,12618703740.0,400000000.0,249745103640.0,275125367040.0,557031172200.0,413881121420.0,17018824170.0,,48494607350.0,1049135926910.0,132082190310.0,122031826230.0,499999525410.0,111581718460.0,303896989830.0,735835487300.0,-8673210420.0,361013279140.0,323208597200.0,9033525720.0,81633991910.0,1080615930.0,63138943430.0,1876555530.0,856097860.0,-66489990630.0,61262387900.0001,-2494949350.0,-6.29627,,-7.72497,1
ORS.HM,,1068581602430.0,277447196050.0,178859237000.0,60663301260.0,210684062440.0,,1384.39144,1384.39144,145593560.0,145593560.0,,63.74832,54.6958514269,746087699550.0,736221911780.0,2275380427040.0,2167204621940.0,2406886377140.0,,4732110458850.0,6937927650.0,10736069040.0,,,4764070036080.0,151596500.0,346050000000.0,238047594570.0,1000000000000.0,1000000000000.0,1238047594570.0,-39483984040.0,960516015960.0,-452608877520.0,18221255750.0,,3559600890.0,-3223367907720.0,17501528050.0,-17501528050.0,2346927282000.0,-3240869435770.0,-893942153770.0,20.15911,,15.65227,1
DTA.HM,,99835866820.0,9002808240.0,4861521740.0,2372384630.0,9968271670.0,,499.64217,499.64217,18059830.0,18059830.0,,21.2428,9.2762893286,11037373180.0,10096190400.0,91525745110.0,48535207130.0,33894793700.0,78348893000.0,240645998870.0,366853627120.0,8274640000.0,,12770000000.0,668843309760.0,3354432040.0,67460939090.0,131377703060.0,84680000000.0,141110000000.0,351050085880.0,2780013390.0,183971498280.0,91163660820.0,3230525980.0,134992382820.0,941182780.0,10186088680.0,2743878840.0,-48132828960.0,32990939090.0,7442209840.0,-4955801190.0,11.33848,,9.15876,1
NHA.HM,,119497292770.0,2980339640.0,79022650.0,571507880.0,2384611810.0,,63.03232,63.03232,39298010.0,39298010.0,1425.0,11.44009,3.4934877135,11409296660.0,4278741040.0,720497040.0,0.0,73476482360.0,22222716700.0,100089146600.0,393156670410.0,,,7055200750.0,506185670850.0,60054973070.0,89704602100.0,35284283800.0,0.0,0.0,35284283800.0,40789848900.0,282239498900.0,-13270754680.0,326293760.0,,1720000540.0,-43106787690.0,101651525020.0,-87945446260.0,131501976300.0,-144758312710.0,449742360.0,2.4136,,1.94698,1
AAA.HM,,12752655769690.0,390454094310.0,160990151350.0,73725027580.0,290241012300.0,,1040.68622,1040.68622,292079810.0,292079810.0,475.0,9.90158,2.7405284524,636401761400.0,360190665350.0,2424326740180.0,436156000000.0,1537615854600.0,997384835430.0,5354610509760.0,2875595877300.0,78420099470.0,36550676760.0,1096256740280.0,10009526635290.0,609834689480.0,2126277098130.0,3772834861370.0,617146847840.0,3560506117470.0,4971827074960.0,568716740170.0,3597587325950.0,2264564127970.0,262077244830.0,133273715570.0,44847045220.0,443620282770.0,668611230530.0,-150390199870.0,739244815410.0,-224990947760.0,1024453618130.0,3.0272,0.0,2.20831,1
DRH.HM,,36890897830.0,38069083970.0,49650434750.0,6179942400.0,13250115310.0,,167.2816,167.2816,78354260.0,78354260.0,0.0,49.48415,32.8885857334,25217208020.0,24653277880.0,49661380250.0,447720580.0,787743259150.0,905165215760.0,1748426880610.0,157938730.0,326644130.0,,785977765390.0,2724551832770.0,110309125130.0,212717741860.0,1532520223040.0,114933533020.0,411054228430.0,1655498629810.0,227753886010.0,845761326950.0,363212540450.0,68616738180.0,2350808810.0,563930140.0,-2595378220.0,115500000.0,-32868108550.0,31578893520.0,-2710878220.0,-3884593250.0,25.91166,0.0,17.67625,1
VRC.HM,,2686054140.0,788075860.0,0.0,30040240.0,277016110.0,,5.54032,5.54032,50000000.0,50000000.0,,96.34158,23.6952975277,1313642220.0,823205440.0,10314682090.0,,44951392660.0,1223338564530.0,1389433254810.0,1351724600.0,1092373700.0,,462722033240.0,1858068073260.0,743692620.0,43727000000.0,323065892160.0,0.0,299700000000.0,711535357590.0,410724757150.0,973108232880.0,575664027390.0,3038060610.0,100024400000.0,360925050.0,-173339962470.0,,26606520.0,171147000000.0,-173339962470.0,-2166355960.0,15.00583,,7.97368,1
PDR.HM,,1252417458370.0,2367806747460.0,163288532280.0,483745020170.0,1865003864270.0,,2682.56167,2682.56167,663946970.0,663946970.0,,76.33385,69.7324157593,2532471387810.0,2524469794630.0,515620604830.0,21590348620.0,1867339970410.0,12192038057980.0,15337063138490.0,1090291001240.0,9911056560.0,,1197283342750.0,20551878969980.0,147769187980.0,806850000000.0,4386260247760.0,485244818640.0,1898804879770.0,10515178554770.0,973918145840.0,5102310999920.0,1925424723610.0,964585770200.0,5551706991620.0,4754144300.0,796980781470.0,45050908770.0,-2753093605380.0,2396976726400.0,751929872700.0,440863902490.0,64.75709,0.0,49.19802,1
QCG.HM,,945911266520.0,103986299910.0,39640000050.0,13587556520.0,65355985990.0,,237.00753,237.00753,275129140.0,275129140.0,,21.78325,13.6036962049,204827224400.0,142824875400.0,31009847480.0,200000000.0,313721117770.0,7265554017300.0,7640306807970.0,1237290385410.0,47568600000.0,,749428525310.0,9817180413590.0,175812686910.0,86472435000.0,,,,,,,,,,2792977220.0,47035995620.0,5224941080.0,-6729931760.0,-50029565000.0,41811054540.0,-9723501150.0,7.99045,,6.22499,1
SMB.HM,,994671344420.0,196572844440.0,2980848920.0,40684822900.0,158689173660.0,,4506.4834,4506.4834,29846650.0,29846650.0,3325.0,26.45358,16.0407148826,261915590320.0,191084083890.0,260465064180.0,215000000000.0,30640093570.0,188381237480.0,490517309340.0,381197875210.0,636060610.0,,8162446250.0,937098351200.0,21686903910.0,77000000000.0,283781245360.0,0.0,47855837650.0,308831407520.0,121949467630.0,495238276890.0,-29242603630.0,62600728870.0,25050162160.0,4075603050.0,292153670480.0,53664190790.0,-220453911100.0,-63320094260.0,238489479690.0,8366622890.0,16.73662,,11.291,1
VOS.HM,,1069477667590.0,354374024780.0,101648674910.0,14865263400.0,490303890990.0,,2851.78182,2851.78182,140000000.0,140000000.0,,31.82285,21.3751682335,613508092490.0,304350694640.0,453218372850.0,350000468840.0,255025518120.0,90110209460.0,1092054865670.0,1490717629410.0,8582789270.0,,25095679830.0,2746617755130.0,316813495620.0,0.0,911949821620.0,856715717220.0,1327305570500.0,2287458806640.0,-921195933490.0,508497397580.0,1187795970040.0,73085430410.0,518793267800.0,967763610.0,708660207460.0,12852092020.0,27728958680.0,-685989438260.0,695808115440.0,50208303550.0,35.47906,,34.43504,1
SHP.HM,,378901412670.0,278914939710.0,41932172990.0,14043255560.0,265133365970.0,,2542.58556,2542.58556,101206570.0,101206570.0,,53.24466,48.7446459395,477074918790.0,320650251900.0,152634773930.0,,131321651510.0,6051784640.0,292301012320.0,1536239160620.0,2836883270.0,,,1832513519490.0,2656177030.0,178471217340.0,323199521350.0,381047000000.0,604349860500.0,704246521350.0,155416607780.0,1120849521280.0,590214542270.0,1911295250.0,,442892460.0,421278743880.0,956786320.0,-956786320.0,-281822501860.0,420321957560.0,138499455700.0,42.4399,,39.11827,1
PTL.HM,,74814932980.0,21612465360.0,0.0,0.0,27159186120.0,,274.7096,274.7096,98865080.0,98865080.0,0.0,36.5092,9.9435028893,12433674950.0,9588261140.0,237938215840.0,27726430030.0,330137904360.0,102158047480.0,675087779710.0,63200450580.0,14854235360.0,,90110140510.0,918242231430.0,15395273260.0,0.0,398568412150.0,0.0,0.0,427306882950.0,-294080864710.0,721511574000.0,-169491224620.0,80380360.0,17658801750.0,295282730.0,45192022090.0,93176000.0,141997303600.0,-22003520.0,45098846090.0,187167322160.0,29.12222,,28.16542,1
HVX.HM,,673848989360.0,-1228209270.0,9767349640.0,338447870.0,868334910.0,,20.91101,20.91101,41525250.0,41525250.0,0.0,4.75756,1.2679946089,59053477020.0,8528795230.0,4805265900.0,,28153529220.0,117860725590.0,154180015790.0,567372147340.0,3783637240.0,,,765738694230.0,103245112460.0,171961579410.0,312348071530.0,38400000000.0,216834718300.0,351082382690.0,8840915680.0,439170378050.0,208921288940.0,43646246680.0,334311160.0,446933480.0,25739373670.0,11179171060.0,-9105468950.0,-19742085990.0,14560202610.0,-3108163460.0,0.17942,,0.1291,1
VMD.HM,,12283692885180.0,28170096850.0,15744764830.0,9252986080.0,21124233480.0,,1366.59091,1366.59091,15440270.0,15440270.0,,8.68827,1.242752587,169532724280.0,153005995720.0,179909276190.0,31158000000.0,2335175072470.0,2531980079270.0,5275464010540.0,146701223170.0,18818488410.0,,76089490490.0,5527280533000.0,4180117968910.0,612374000000.0,7918440798740.0,0.0,345000000000.0,7961390415060.0,35736880640.0,344447474200.0,30392858810.0,10664023830.0,23615755670.0,7063097730.0,-612141589940.0,23326772500.0,-17737653460.0,475917414700.0,-635468362440.0,-153974725660.0,0.24268,,0.17158,1
C32.HM,,435849158770.0,80043425430.0,12288098560.0,14336252420.0,75290305220.0,,4354.41979,4354.41979,15030150.0,15030150.0,2280.0,13.98518,13.9566207763,96216748820.0,72001171590.0,212517539470.0,98756249770.0,236935522680.0,72312901330.0,541350866850.0,133120636290.0,60319245990.0,,173130641620.0,973034696400.0,23137068140.0,169802446870.0,,,,,,,,,,1953642440.0,-13403855920.0,15484863320.0,129637732660.0,-92899849610.0,-28888719240.0,23334027130.0,17.37296,0.0,13.45564,1
SMA.HM,,59871522150.0,21856476340.0,14550274560.0,0.0,21856476940.0,,1086.24604,1086.24604,20123040.0,20123040.0,0.0,46.99813,44.6477618738,61059907620.0,36489722150.0,2353665240.0,,11621463860.0,2779465690.0,17302449040.0,396119570680.0,,,,417456941400.0,4309795490.0,22021449520.0,135609190320.0,133600000000.0,194898149520.0,269209190320.0,-37787516850.0,166550143390.0,192195199710.0,3067768390.0,,,40120041280.0,1194342830.0,-1190944250.0,-39276700000.0,38925698450.0,-349284570.0,26.74295,,26.74295,1
ELC.HM,,598372302860.0,60759862950.0,3676728120.0,8485361490.0,48112229060.0,,930.01759,930.01759,50818650.0,50818650.0,285.0,19.58364,5.9772478926,46792124720.0,39397963490.0,181900109290.0,27245487700.0,434198965660.0,138755044900.0,878345287610.0,8975487780.0,2079780300.0,,252394003500.0,1145326358510.0,129412323380.0,486000000.0,635692672510.0,5791188420.0,69029248420.0,655475288580.0,201462354660.0,842682715420.0,-249477906820.0,3774568140.0,3381588260.0,7179578250.0,-97377574750.0,4010624550.0,15311562680.0,-67467320580.0,-101388199300.0,-150540077290.0,8.91996,,7.29933,1
DSN.HM,,-3197940010.0,28439769160.0,322699420.0,4402430400.0,24638114390.0,,1733.21043,1733.21043,12083010.0,12083010.0,1425.0,-6.26581,-47.9636813483,-10521401680.0,-12106910500.0,178303714660.0,105850063460.0,5185308800.0,650950340.0,184844790160.0,11970299180.0,172585000.0,,0.0,200709067360.0,318984160.0,,13172335100.0,4793777450.0,5148090590.0,21789847060.0,73151919240.0,202432009240.0,-189106416040.0,3869366720.0,15000000.0,34517000.0,14491161630.0,4441255980.0,55241658030.0,-35029167060.0,10049905650.0,34703652600.0,113.48448,,82.96704,1
HQC.HM,,273983568420.0,4985696720.0,33833269070.0,3234445880.0,4155204570.0,,12.76168,12.76168,476599270.0,476599270.0,,26.08303,9.9733731872,28792159490.0,27822645890.0,29853555010.0,,2064267579860.0,580063766210.0,3503901025400.0,3406110340.0,678572270.0,,4481945104980.0,9326768797730.0,109602186840.0,13111380000.0,2586102706280.0,0.0,323072480000.0,2633716187160.0,52621704170.0,4336465330480.0,293929383470.0,1622416740.0,47613480880.0,969513590.0,2272675231840.0,76218180.0,-1962003673360.0,-309961100000.0,2272599013660.0,710458480.0,2.64891,,1.48948,1
SCR.HM,,1429913036950.0,253271081070.0,344772969730.0,47831222300.0,187140334950.0,,502.37048,502.37048,366356300.0,366356300.0,0.0,18.56183,2.8717435902,69632193050.0,48336732020.0,131897119600.0,90949087200.0,3131881015530.0,2795520723540.0,6722441165230.0,7348845850.0,202390072730.0,87646801050.0,1479368356600.0,9797263075310.0,85149670640.0,530759699010.0,4537561743610.0,1401109107690.0,2786003650190.0,6750217096010.0,497108586920.0,4663459611340.0,2721400149940.0,313524746750.0,485176676590.0,19565214820.0,915725603230.0,4727488020.0,137049617960.0,-1220249504410.0,910998115210.0,-167474283220.0,14.37971,,11.11823,1
CMX.HM,,2005023920200.0,88621503110.0,48473099100.0,15622681800.0,68160628750.0,,1489.23913,1489.23913,48797340.0,48797340.0,,13.7989,6.5364689109,188947295020.0,136850482200.0,26838603730.0,0.0,768686099770.0,862499021640.0,1729566028850.0,476856023020.0,385702690.0,,186974158780.0,2421584295080.0,180668714740.0,561792325080.0,902691355430.0,31832292720.0,646873773990.0,1134333432530.0,48597749010.0,358334318970.0,831718290740.0,20510772730.0,450000000.0,7709545250.0,-357450015120.0,51024031490.0,-421040683620.0,798709100500.0,-408474046610.0,20555971710.0,4.73561,0.0,3.2556,1
LM8.HM,,1407281579620.0,19346257240.0,44382902360.0,6731158360.0,14206069200.0,,1547.15773,1547.15773,9388680.0,9388680.0,900.0,7.00954,3.9705891723,84796879830.0,56645530420.0,124978625270.0,110000000000.0,448196271350.0,557304610630.0,1148191474800.0,132290819180.0,300000000.0,,10200000000.0,1342268502070.0,143646538690.0,659640729940.0,1264904167700.0,16295193100.0,779965702300.0,1285850859800.0,22023486600.0,290880010160.0,625496178870.0,56282739720.0,4651499000.0,,80666468580.0,5723186750.0,42019356150.0,-112278993630.0,74943281830.0,10405471390.0,1.4676,,0.99578,1
EVE.HM,,792093507850.0,73853793370.0,21724584390.0,14916672740.0,59720671260.0,,1569.61506,1569.61506,38047970.0,38047970.0,950.0,34.0908,5.902611504,86418588080.0,51113505020.0,425353472220.0,373191406810.0,164721151090.0,346527464420.0,965611047550.0,242140536310.0,2829707010.0,,9939108490.0,1268743492740.0,55596846490.0,156279571640.0,153166780960.0,233185144940.0,289532993080.0,408705879200.0,397533353940.0,944327202910.0,-298207027410.0,44015661280.0,22353953300.0,9064519870.0,-60751673630.0,73820177329.9999,223573500170.0,-160567172930.0,-134571850960.0,735044920.0,8.61916,,6.89657,1
HTI.HM,,288954847420.0,44955952570.0,88526801970.0,8852092100.0,36185815800.0,,1448.62325,1448.62325,24949200.0,24949200.0,1710.0,51.29258,39.7145617854,200256139380.0,132611210970.0,19958216030.0,,8160188710.0,2356638470.0,31726120050.0,1514606334370.0,0.0,,,1556037696500.0,11316683220.0,0.0,55281061540.0,953731201710.0,953731201710.0,1204827633870.0,39482076060.0,453560534260.0,883067172620.0,9790768530.0,195815370620.0,1965133230.0,86302471720.0,11312631010.0,-10036541980.0,-126971742800.0,74989840709.9999,-50705813060.0,13.48801,,10.83697,1
HTL.HM,,884783726150.0,21010237610.0,2194968600.0,6964278940.0,27021648100.0,,2251.80401,2251.80401,12000000.0,12000000.0,,8.04914,2.5062089833,29634481200.0,22701089690.0,66414345860.0,150000000.0,43970243680.0,148565985680.0,268206846700.0,38040375750.0,0.0,,,337758460000.0,43572107340.0,18707183650.0,172236530390.0,0.0,35496605060.0,173827704980.0,66325880180.0,186325880180.0,-22538832080.0,32890727100.0,1588385950.0,2600008400.0,25953714870.0,1634158510.0,-414927980.0,-16789421410.0,24319556360.0,8713180090.0,3.75205,,2.9832,1
CLW.HM,,1124057314950.0,30389361380.0,3705574120.0,6586890590.0,27730376760.0,,1347.96489,1347.96489,13000000.0,13000000.0,1140.0,9.7104,2.4889653441,74288628160.0,28733777690.0,139688653560.0,60448850720.0,48493585990.0,12236034120.0,211783968470.0,183585059550.0,382595000.0,,8330000.0,458366752820.0,93366505720.0,0.0,215857108030.0,44299870690.0,52293716610.0,266401398840.0,31456355610.0,225306079140.0,-88711739540.0,70086686800.0,6178371810.0,5380971250.0,30301490980.0,27913491740.0,32882979430.0,-10430266650.0,2387999240.0,52754203770.0,2.97262,,1.51185,1
MDG.HM,,190880796320.0,19964440130.0,4283847830.0,4086417550.0,15715471170.0,,1506.59005,1506.59005,10324780.0,10324780.0,950.0,22.63091,11.0955907821,26467332050.0,23394524620.0,23462628040.0,,201282646920.0,30640580020.0,279827258350.0,48465994640.0,755716720.0,,6308967770.0,368328535840.0,87786849450.0,60424721660.0,198782457360.0,0.0,61649405940.0,198782457360.0,7715369450.0,149850208000.0,29374797880.0,40652554700.0,,557222200.0,3769349950.0,20612929370.0,-5192016810.0,-7389313160.0,-16843579420.0,-8811980020.0,9.39167,0.0,7.45356,1
NKG.HM,,25622465117770.0,2550937118460.0,243685237360.0,336767922330.0,2225261058220.0,,10419.00001,10419.00001,213577220.0,213577220.0,950.0,15.15563,9.7581643915,3122392022550.0,2749206904880.0,1199159490670.0,447713546610.0,2369879344250.0,8281323556120.0,12215599008280.0,2705823339120.0,240884504730.0,,8180000000.0,15397915366300.0,4879071761790.0,3773154733120.0,4097976895370.0,482405018650.0,3002453138910.0,4582073162620.0,576323754820.0,3181020162630.0,2413765019470.0,59069502320.0,900000000.0,45849346310.0,-308274050560.0,145066081290.0,-308744235570.0,1149992513570.0,-453340131850.0,532284227210.0,9.09379,,7.89845,1
VCF.HM,148974520.0,1668519673110.0,548390077090.0,5065330960.0,120033392180.0,428835137880.0,,16236.52345,16236.52345,26579140.0,26579140.0,23750.0,25.05623,22.1507222432,560003669220.0,491061521150.0,1124440455860.0,400000000.0,137715310660.0,233214952290.0,1496987596790.0,413108727990.0,185566290.0,12002780580.0,,1945577678280.0,241745846800.0,323007559730.0,628116929270.0,0.0,317243744110.0,619702831340.0,1002800069980.0,1512076510890.0,102044150020.0,30393991140.0,5225673000.0,3297551410.0,592178162280.0,14549064060.0,988981108700.0,-658643534380.0,577629098220.0,922480632700.0,24.7446,,19.34382,1
VCA.HM,,2567757270180.0,45572568130.0,6821121840.0,9126487410.0,36383653620.0,,2395.65959,2395.65959,15187320.0,15187320.0,2850.0,3.726,2.002393398,78688396760.0,52329144150.0,20763229800.0,,134327215590.0,353554108690.0,515725242500.0,55578575990.0,,,,578976179970.0,48435469660.0,242333296140.0,91476401050.0,0.0,50000000.0,91476401050.0,34191434560.0,221505544940.0,-46524174330.0,9254359050.0,,554557510.0,-248462289640.0,4406284460.0,-4201054420.0,226853004030.0,-252868574100.0,-25810944530.0,1.74146,,1.39223,1
CCL.HM,,875270759200.0,98731273120.0,27142526340.0,20070656390.0,78007442300.0,,1478.52907,1478.52907,47499890.0,47499890.0,0.0,18.85369,12.2936123649,120763509800.0,119740034280.0,13649045340.0,,445862754320.0,278739164930.0,1076457268250.0,86902800530.0,5347878840.0,,23365313090.0,1201275612760.0,74823074100.0,210423151080.0,468156648090.0,88353239580.0,289651091400.0,565448561930.0,64532384330.0,564198413010.0,273204506880.0,2238607620.0,0.0,847325050.0,39354805200.0,2839064640.0,-18777750210.0,-25865290580.0,36515740560.0,-5288235590.0,10.07086,,7.21045,1
