Name,Research And Development,Total Operating Expense,Operating Income,"Interest Expense, Net - Operating",Income Tax - Total,Net Income Incl Extra Before Distributions,Preferred Dividends,Basic Normalized EPS,Diluted Normalized EPS,Basic Weighted Average Shares,Diluted Weighted Average Shares,DPS - Common Stock Primary Issue,"Gross Margin, Percent","EBIT Margin, Percent",EBITDA,EBIT,Cash and Short Term Investments,Short Term Investments,"Total Receivables, Net",Total Inventory,Total Current Assets,"Property/Plant/Equipment, Total - Net","Intangibles, Net","Goodwill, Net",Long Term Investments,"Total Assets, Reported",Accounts Payable,Notes Payable/Short Term Debt,Total Current Liabilities,Total Long Term Debt,Total Debt,Total Liabilities,Retained Earnings (Accumulated Deficit),Total Equity,Net Debt Incl. Pref.Stock & Min.Interest,"Other Long Term Assets, Total","Other Liabilities, Total",Depreciation And Amortization,"Cash from Operating Activities, Cumulative","Capital Expenditures, Discrete","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","FOCF Ex Dividends, Discrete","Net Change in Cash, Cumulative","Pretax Margin, Percent",Operating Profit Margin,"Net Profit Margin, (%)",Target
VPS.HM,,531589243140.0,19630411130.0,1585495510.0,5632039870.0,13445959810.0,,549.70548,549.70548,24460790.0,24460790.0,,29.17312,4.8174203032,34782403880.0,26554567540.0,130416596430.0,20000000000.0,104700229160.0,124801997180.0,361175157950.0,25860391930.0,5823911330.0,,8140683890.0,472838897790.0,54138982420.0,26555115840.0,167154820880.0,27392000.0,38292927380.0,176316489370.0,22504139490.0,330789290520.0,-60065711720.0,73379735090.0,,2338776500.0,56029939940.0,3181857270.0,-21379218670.0,-30200349320.0,52848082670.0,4418181660.0,3.67857,,2.43931,1
BFC.HM,,7374097699840.0,368698784470.0,58445155030.0,74474474550.0,219558951180.0,,3456.53303,3456.53303,57167990.0,57167990.0,1900.0,11.68729,5.4371308372,513831319640.0,420985975310.0,246941623520.0,3000000000.0,219800549800.0,2534995187660.0,3044872410580.0,551915874300.0,230849111850.0,,6705619240.0,3854080063880.0,629758442460.0,1368400481440.0,1734668452070.0,95111644050.0,1156869750470.0,2081111121410.0,171608411060.0,975583891700.0,968977330120.0,16836529120.0,19664706000.0,6036179020.0,-259898601910.0,69483804800.0,-50892473130.0,135120419080.0,-329382406710.0,-175617116120.0,4.79453,,2.55209,1
STK.HM,,1601630090240.0,164036248400.0,16392410720.0,20128579340.0,144360663990.0,,2090.56732,2090.56732,69053340.0,69053340.0,1425.0,14.45752,9.8755429332,307945309770.0,174369137330.0,121106312660.0,26000000000.0,102767209160.0,400542739060.0,633371718160.0,914275005710.0,210979700.0,,7616226910.0,1703389106210.0,261567062160.0,167544208650.0,568582387000.0,51678081230.0,274241304150.0,620597385810.0,381620620540.0,1082791720410.0,153134991490.0,136635484750.0,336917580.0,1814399290.0,446192332470.0,,41142588700.0,-542510468730.0,446192332470.0,-54919414920.0,9.31599,,8.17599,1
NAF.HM,,1523653561950.0,90999760080.0,32071214050.0,12818007460.0,77492298830.0,,1282.57599,1282.57599,60419270.0,60419270.0,,18.05116,7.0084035988,139792314190.0,113161421530.0,51898311510.0,200000000.0,727663561120.0,132924064300.0,1029319761680.0,308775917060.0,67872721620.0,426832640.0,219545770180.0,1654056488570.0,185730811030.0,388214262440.0,594805464720.0,185866982510.0,524883169680.0,783165458890.0,61238874340.0,750213238080.0,622111690780.0,32199726700.0,,5401307230.0,107891052320.0,103948136950.0,-140202968660.0,57157671340.0,3942915370.0,24845070790.0,5.60016,,4.79931,1
DAT.HM,,2220149069760.0,39822871220.0,52972619510.0,4800128730.0,34660450380.0,,753.3994,753.3994,46005410.0,46005410.0,0.0,3.84614,3.1366586994,111521613200.0,70887606490.0,503750575400.0,387807327430.0,481409693720.0,110683280170.0,1151880205930.0,276028657470.0,35580512600.0,,153910366020.0,1626247373160.0,131226216660.0,722061474740.0,841367543440.0,151525596060.0,951669995720.0,992893139500.0,150756388250.0,646272975480.0,432954206350.0,296058980.0,,111315830.0,95808201540.0,4086508730.0,-155580311250.0,-178421503930.0,91721692809.9999,-237883904990.0,1.74607,,1.53367,0
VGC.HM,,9634738546730.0,1559574822390.0,160711679100.0,262359755010.0,1223652102470.0,,2729.23409,2729.23409,448350000.0,448350000.0,1425.0,25.66059,12.6362953082,1929016507550.0,1414546495050.0,2942042162500.0,230575012890.0,984639973690.0,3657378928470.0,7941499164010.0,10330351740860.0,163977573420.0,,2579690041160.0,21997051222820.0,1304258494890.0,999909467420.0,7336491250490.0,401510415650.0,1897959462500.0,11617052055620.0,711944172610.0,6360159923620.0,574733806360.0,263703006380.0,3153970407350.0,24462204740.0,4794884265300.0,3386369352150.0,-3523413256280.0,-508984323630.0,1408514913150.0,761136847850.0,13.76982,0.0,10.93102,1
GEX.HM,,26558733343020.0,2019665291430.0,1219003966120.0,390633514370.0,1038701162390.0,,1610.18026,1610.18026,754110770.0,754110770.0,475.0,15.29041,8.4443170455,3592231687620.0,2413250587230.0,12279810162760.0,7373702346880.0,5095866489280.0,11533262402560.0,29803333350040.0,23106891955940.0,709829713290.0,1681273666320.0,4310992501330.0,61189346991650.0,3691097790100.0,6733363356170.0,10831294477530.0,7752211494650.0,12080720734930.0,20299583522090.0,1900046809520.0,6852509137620.0,10132892108990.0,438592522270.0,216464792330.0,235363244040.0,-2513762675350.0,7977289544720.0,-5776732490890.0,11640088445550.0,-10491052220070.0,3346868140180.0,7.19772,0.0,3.63457,1
SGN.HM,,429774714660.0,58543830840.0,,16299125190.0,53603440440.0,,1583.99999,1583.99999,33840560.0,33840560.0,2375.0,21.87804,10.2148926863,171785265820.0,49881215390.0,405746789100.0,70000000000.0,190213627990.0,5733315270.0,604217673480.0,319716484030.0,12310250000.0,,,938589049760.0,11422359230.0,0.0,149069328780.0,0.0,0.0,216319399020.0,203049377780.0,829201052150.0,-237451709770.0,2745636880.0,11383318520.0,3090720510.0,188124784600.0,373150000.0,8134800370.0,-83833977500.0,187751634600.0,112428327610.0,11.98645,,10.97715,1
HHV.HM,,1022969565100.0,178373922110.0,480298079400.0,2071891190.0,137187847820.0,,468.4976,468.4976,292399040.0,292399040.0,0.0,58.42608,49.9576353058,810876111560.0,600162798110.0,276956612840.0,,539119167240.0,72723163770.0,1443804463660.0,29166016924300.0,933446720.0,21481523550.0,456987446760.0,32416882070050.0,1066861291200.0,341156294810.0,3576984540980.0,20744456507720.0,21085612802530.0,26178946658260.0,287678877300.0,6237935411790.0,21955174883080.0,898246387260.0,547829378170.0,2733517520.0,-12989860690.0,1319639376740.0,-1303461994710.0,780917708800.0,-1332629237430.0,-535534146600.0,14.78646,,11.41954,1
TEG.HM,,220453923390.0,29376540050.0,3648264720.0,13864558750.0,46284128170.0,,743.07495,743.07495,41359040.0,41359040.0,0.0,13.28198,12.1688717786,41833645590.0,30401548760.0,64104421520.0,,418498411280.0,58906952490.0,546358543690.0,23270977380.0,,30474626080.0,623225599870.0,1224553852430.0,46835301240.0,68463400000.0,111918447800.0,4530968510.0,36309838260.0,205000986530.0,36386117370.0,359991437370.0,117214261850.0,170355330.0,,5899744530.0,-192622282940.0,,-211347418270.0,460426976110.0,-192622282940.0,56457274890.0,24.30808,,18.52621,1
KPF.HM,,-33743313530.0,87604872360.0,152449410.0,11705515900.0,75574791080.0,,1277.4302,1277.4302,50409010.0,50409010.0,,64.04349,51.8359477269,29863120950.0,27919649480.0,3166637660.0,,964149119420.0,0.0,967468245570.0,34383550910.0,89988900.0,,67837114440.0,1071102648850.0,2816232190.0,0.0,702535490930.0,367078491140.0,367078491140.0,1082252779790.0,67382507230.0,247531467230.0,331906257970.0,28421940630.0,,52498240.0,820570849140.0,365471280.0,-919813072100.0,54597829740.0,820205377860.0,-44644393210.0,162.75358,,140.31304,1
TDM.HM,,70752457690.0,346271988220.0,29668687540.0,7502757570.0,328619442480.0,,3023.29887,3023.29887,100000000.0,100000000.0,1140.0,49.66462,44.9153380904,317184262500.0,187307939800.0,86107505200.0,,112944372840.0,40883398260.0,245058758860.0,810305919150.0,52006973390.0,,1296748615270.0,2405329403630.0,4008506660.0,35000000000.0,424845360230.0,299658924840.0,523233317430.0,724504285060.0,52956274690.0,1655392036950.0,470341971660.0,3059727160.0,,530905650.0,345428203690.0,57896929080.0001,-35680066680.0,-276531977580.0,287531274610.0,33216159430.0,80.60012,0.0,72.49692,1
VPD.HM,,372331177500.0,196237582430.0,36681959920.0,28187825780.0,164038637430.0,,1538.97372,1538.97372,106589630.0,106589630.0,950.0,52.45917,46.3761791155,426968826940.0,263680466500.0,113408131650.0,,80081377140.0,1189402660.0,204047344020.0,1835301792720.0,4996176720.0,,1950000000.0,2069307296130.0,11770578620.0,0.0,228132442940.0,664647899880.0,800211940010.0,892780342820.0,123897938950.0,1268147846270.0,760349390100.0,21715032310.0,,,345180652580.0,17946377160.0,-16491878910.0,-255142479130.0,327234275420.0,73545581740.0,33.80883,,28.85115,1
TIP.HM,,120991750010.0,126441287550.0,0.0,32561157120.0,90233735230.0,,3095.89212,3095.89212,29471330.0,29471330.0,1425.0,67.56025,56.7162409207,144588008420.0,140334717700.0,216240456350.0,183076189370.0,91980291240.0,158639287720.0,474328049840.0,54302934480.0,23336000.0,,369853880640.0,959916031920.0,3122265110.0,0.0,197276895700.0,684000000.0,48848480000.0,445921414350.0,224098332980.0,575850694780.0,-24892179540.0,40518473820.0,203896882950.0,2006180120.0,164319365740.0,29665009900.0,-117338672420.0,-90126908590.0,134654355840.0,-43146260800.0,50.68299,,36.46794,0
HCD.HM,,676122684010.0,56359933910.0,4802084920.0,7918462760.0,48423538050.0,,1793.46437,1793.46437,27000000.0,27000000.0,,7.96732,7.6646425562,60991638970.0,56142174450.0,56283425620.0,39094000000.0,179555282580.0,189269167520.0,436730961220.0,57085210460.0,11817968250.0,,45000000000.0,555912316290.0,33717342110.0,109920000000.0,107516766440.0,14340459400.0,68263415900.0,121857225840.0,67100522270.0,341082112180.0,52413260060.0,5420321090.0,,168764600.0,5438435910.0,11623085500.0,-39697241130.0,41598075000.0,-6184649590.0,7339269780.0,7.69192,,6.61088,1
ADS.HM,,1403573945510.0,109577540650.0,35825605750.0,13120369160.0,85210107020.0,,2211.96458,2211.96458,35853680.0,35853680.0,1425.0,11.71948,7.9924094637,166156162130.0,120937262580.0,398817056030.0,271926234300.0,458692102360.0,568429137570.0,1605935761360.0,225779634780.0,914253110.0,,140094596120.0,1985168600050.0,95275205040.0,580681846710.0,1317852535130.0,97894923680.0,765271826770.0,1452110825140.0,32097911260.0,385780297760.0,431041421490.0,11261601860.0,,1528113850.0,125151133820.0,16694714430.0,-59913043030.0,25139754080.0,108456419390.0,90377736130.0,7.50795,,5.6313,1
HID.HM,,361618516080.0,-23573450740.0,32306938240.0,6597835520.0,10336074550.0,,184.95489,184.95489,58756320.0,58756320.0,0.0,14.18118,8.3277042254,75132131860.0,28151393190.0,22712538310.0,3279000000.0,296442361390.0,4927264280.0,421085819280.0,921467699930.0,4126489210.0,0.0,163671253880.0,1561880181270.0,68410328200.0,47329343420.0,202924202100.0,598572429100.0,701704772480.0,938560096770.0,33151241500.0,623320084500.0,814648761810.0,11146517980.0,,555641920.0,-128350493030.0,54624722800.0,-11044584820.0,94110282830.0,-182975215830.0,-45278383890.0,2.8651,,3.0576,1
ROS.HM,,2428613623330.0,67485818280.0,81691759810.0,41861109220.0,95201459820.0,,166.76304,166.76304,567598120.0,567598120.0,,6.84142,3.057802188,106517915420.0,76325783340.0,35288896970.0,,2272360598960.0,3699143881140.0,8008228803100.0,341577320400.0,,,3196262577810.0,12001592243410.0,563711261700.0,,4152536848360.0,5353570590.0,661107483410.0,4474659552960.0,332706015080.0,6008617225080.0,626336411540.0,44399223690.0,313335435110.0,,416390874190.0,227069620240.0,-859552034540.0,443678985460.0,189321253950.0,517825100.0,5.49107,0.0,3.81401,1
DAH.HM,,646233511910.0,45410741440.0,21745365200.0,4917047350.0,39172994680.0,,506.88941,506.88941,84200000.0,84200000.0,0.0,10.19441,10.0516256187,91692122720.0,69521490960.0,7058619140.0,,196126379280.0,98545250.0,203525911750.0,754355532110.0,6796527360.0,,144000000000.0,1126826879880.0,17261556780.0,,80892535280.0,194196200720.0,250407200720.0,285251103470.0,-20308968800.0,328285366210.0,248209469070.0,23097517950.0,8321395770.0,61998330.0,-250291370050.0,46126671700.0,-181932904820.0,437085162360.0,-296418041750.0,4860887490.0,6.37467,,5.66375,1
TCH.HM,,3148828866620.0,1270591932310.0,64496932820.0,242767347520.0,905842425550.0,,2080.61348,1892.27314,440529360.0,484375810.0,381.91554,26.27587,23.1193790826,1039767037560.0,1021742647760.0,5474630589410.0,5084563859730.0,943119518980.0,2617601584850.0,9200400155550.0,58827751500.0,57431555270.0,92134576790.0,921364677830.0,10369637643790.0,128677202820.0,198824990450.0,1131575536810.0,281388744080.0,480213734530.0,4941346737250.0,1623674568720.0,5428290906540.0,-1562721637760.0,39478926860.0,89784363740.0,18414608120.0,333287523010.0,3006252730.0,-2431475027070.0,2212657878530.0,330281270280.0,114470146340.0,28.92073,0.0,20.49686,1
IBC.HM,,1574601633140.0,159234695960.0,156675706090.0,56898462410.0,112265496010.0,,2111.61709,2111.61709,82051600.0,82051600.0,,27.56455,0.0527899096,196917691350.0,915290630.0,996974721110.0,300000000000.0,1246874184760.0,41334337480.0,2430664848770.0,463186698580.0,451505140910.0,311133422390.0,592127476590.0,4627724100840.0,144106554150.0,543753239740.0,1713857227680.0,476520630880.0,1082403103230.0,2461566063000.0,2358204910.0,818255554910.0,1112244850670.0,426772442500.0,36937347140.0,60846298830.0,282033778810.0,34204038700.0,-739305616260.0,950850477960.0,247829740110.0,493578640510.0,8.79891,,6.47498,0
BHN.HM,,6561401906060.0,401451646610.0,11064398630.0,90077906920.0,317103572860.0,,1359.46584,1344.55444,231800000.0,234370710.0,,24.38509,4.0720992644,747291165490.0,283534308300.0,3166424449400.0,2404009000000.0,546497531660.0,553520389160.0,4342027681110.0,2123816765930.0,96781082660.0,,271075476600.0,7087013612420.0,397708279020.0,,1746185904090.0,100867646210.0,321064551890.0,2586717118180.0,1548411853160.0,5097365482790.0,-2245679080980.0,308840212650.0,101491035100.0,45459074360.0,627077682630.0,80264074960.0,57153823120.0,-740495360630.0,546813607670.0,-56289716250.0,6.14316,0.0,4.55422,0
PC1.HM,,8916509601470.0,911953578910.0,315449056940.0,132182835200.0,695020247250.0,,2993.68287,2993.68287,229550730.0,229550730.0,0.0,11.75702,8.6812955782,1205866192600.0,853237939480.0,2436269417450.0,144291658750.0,2877576533420.0,903574118320.0,6589439946260.0,9585184407600.0,955091054010.0,265234036430.0,859754440730.0,18687035417530.0,1756355852050.0,2458876136620.0,3743819472630.0,2171328298870.0,3757776356960.0,6734233339940.0,1108616654270.0,3987434753180.0,3001210147430.0,150004315900.0,22407571730.0,44909465950.0,93240767940.0,3991157635140.0,-4949433406800.0,5682097860750.0,-3897916867200.0,816211372810.0,9.12119,,6.67539,1
SAB.HM,,21593513449330.0,4780232844530.0,48739800370.0,927588702510.0,3677252341300.0,,5225.31938,5225.31938,641268530.0,641268530.0,3325.0,28.84901,13.3072989402,4062519769740.0,3509633261060.0,20597693403210.0,16991239000000.0,492537011910.0,1668001734210.0,22877033322260.0,4020090704970.0,933180006970.0,,2166433123260.0,30487024372430.0,2400247668450.0,313076838770.0,5173043219870.0,526263958460.0,975055918320.0,7434741938900.0,12374498805730.0,19940230836460.0,-15023455048470.0,530530707660.0,423782823460.0,51772197830.0,3517851559380.0,329541012650.0,-1223348339320.0,-1414021691260.0,3188310546730.0,880317314820.0,18.41564,0.0,13.37792,0
NVL.HM,,11920630454410.0,2982129431300.0,588126620130.0,1631470325540.0,3224687028180.0,,2033.92049,2033.92049,1773201040.0,1773201040.0,,41.17095,23.1086892435,4362753814250.0,3443832470700.0,18086179302440.0,837023156880.0,25278394200700.0,110156937437290.0,156048716497800.0,1637955312370.0,96662773660.0,5104024245120.0,4378224330540.0,201833546986050.0,4879749347860.0,19087653178620.0,31427343626570.0,34357216078900.0,48901330251100.0,118651811345940.0,12051422037060.0,25884534288090.0,42668325739090.0,518667736030.0,37618934271660.0,840834404340.0,3841297589250.0,895880921190.0,-13134613809310.0,14983856428890.0,2945416668060.0,5690368589880.0,34.1294,,21.63819,1
VIB.HM,,,,,1601262000000.0,6409750000000.0,,3012.96812,3012.96812,2096535950.0,2096535950.0,,,63.5505743524,10168645000000.0,10051040000000.0,,,,,,302045000000.0,302113000000.0,,,309517129000000.0,2552618000000.0,,,28558863000000.0,44160062000000.0,226701863000000.0,5625686000000.0,17973814000000.0,,0.0,2470666000000.0,,9634418000000.0,326118000000.0,-321462000000.0,130000000.0,9308300000000.0,9313086000000.0,38.19312,0.0,30.11582,1
DPG.HM,,2042488651310.0,502967085180.0,166070016640.0,70022618070.0,341949594500.0,,5338.43755,5338.43755,62391340.0,62391340.0,950.0,34.3785,25.3764999788,780042677220.0,645947574430.0,1428962175240.0,382826061600.0,572551087240.0,557207220500.0,2628773050860.0,3162447709380.0,870687040.0,,3359000000.0,5950725075700.0,365659882810.0,681074389600.0,1862846381130.0,1532948122270.0,2403181288340.0,3816098197260.0,494301110720.0,1004339230690.0,2098322156450.0,61647078180.0,18309449160.0,4794203790.0,733427247000.0,307514064530.0,-615734485960.0,236795418530.0,425913182469.999,354488179560.0,20.39514,,13.3287,1
FTS.HM,,404667160030.0,978812100630.0,,135407201370.0,845975042900.0,,5774.2593,5774.2593,146507980.0,146507980.0,,79.25026,70.4654622603,989304828930.001,974875056300.0,2962351089940.0,1093514401890.0,6288316207340.0,,9254466760700.0,150215028490.0,18968677390.0,,,9455959420410.0,4017674440.0,978000000000.0,1193556748440.0,0.0,597000000000.0,1193556748440.0,639339623570.0,2202166223230.0,-107120521160.0,31533457100.0,,10332958560.0,1349472239770.0,22361733960.0,-22361733960.0,335360892250.0,1327110505810.0,1662471398070.0,70.93581,,61.14837,1
DBD.HM,,1327619517540.0,230884815740.0,1324527350.0,43324321450.0,189123578450.0,,2890.77522,2890.77522,57572360.0,57572360.0,,39.94635,13.4908590531,254817755440.0,210255622940.0,208472411710.0,139201393300.0,440530157490.0,254083883240.0,948196601160.0,371061323840.0,60411372450.0,,140101133540.0,1559517987030.0,96813029620.0,21029471060.0,347872343670.0,62725647920.0,82820316590.0,448783906490.0,326316629560.0,988625530230.0,-119249791420.0,40759714740.0,38185914910.0,19852643970.0,117567722390.0,54635588490.0,-95226727320.0,-61798691370.0,62932133900.0,-39457696300.0,14.91481,,10.67875,1
VJC.HM,,12702962993330.0,171956732120.0,804782847260.0,100720215620.0,74584907230.0,,139.49004,139.49004,534697010.0,534697010.0,,-15.83547,-25.0768121925,-3136730365580.0,-3228619439490.0,2727728367650.0,859475421100.0,23211342298590.0,811247030660.0,26866732678770.0,1651115092200.0,8097553570.0,,149417024400.0,51653704011340.0,3241429731840.0,5736939906170.0,19833798568100.0,1347040509860.0,11441856146590.0,30219087076590.0,11589250587140.0,14977743155170.0,7912086349170.0,4991551307220.0,8969767393550.0,11672264140.0,-6550821729050.0,174908809760.0,-883295492560.0,6393143010790.0,-6725730538810.0,-1058172680810.0,1.40101,0.0,0.5793,1
GEG.HM,,1093057642020.0,288061127990.0,407554546960.0,43281872390.0,282831537440.0,,608.82749,608.82749,315678230.0,315678230.0,,55.54763,47.2457386504,1067052452480.0,652519764530.0,255816671910.0,5775000000.0,870274255430.0,146323773860.0,1316250208850.0,10972424433500.0,21182253100.0,2548501290.0,100121996920.0,12472678495220.0,314711791640.0,83111665040.0,1101060622210.0,3200587035000.0,3801471862160.0,4715854185650.0,219977103590.0,3057253948650.0,4076728513330.0,47509623910.0,3544698820.0,7296222750.0,2542472025280.0,5860827447030.0,-5883444359680.0,3455605573110.0,-3318355421750.0,114636493460.0,26.69688,,18.98695,1
PLX.HM,,165491411105190.0,3517193962030.0,602527447450.0,665605541860.0,2838904272860.0,,1686.30313,1686.30313,1252685270.0,1252685270.0,,7.46879,1.6570883705,4913051133220.0,2800621939660.0,18024211988510.0,11831714954280.0,9537043146630.0,13163096309700.0,41303667147170.0,13099721348900.0,2265630661990.0,,5418232600060.0,64791240989120.0,15883290888150.0,13875157201470.0,35399675141410.0,1299471916100.0,16021038695760.0,39943314049800.0,2760573038030.0,21162898914640.0,-186362538750.0,2666504147060.0,250845229250.0,907335022560.0,-656322111820.0,1649256443540.0,-4444791988080.0,685838600280.0,-2305578555360.0,-4419240339550.0,2.2421,0.0,1.3249,1
MIG.HM,,2607588455510.0,48124396550.0,,56884221850.0,223819954170.0,,1562.08478,1562.08478,143000000.0,143000000.0,950.0,,1.8172574517,56341033279.9992,48261139699.9992,,,211264795540.0,,,408707103750.0,22374211190.0,,3409173992000.0,6567457057300.0,259647640960.0,0.0,,0.0,0.0,4015743515590.0,235099863930.0,1535099863930.0,,,110017356540.0,8079893580.0,136842006570.0,16115907670.0,-91326791010.0,-48907423280.0,120726098900.0,-3473321510.0,10.56982,0.0,8.42787,1
SBV.HM,,465810620860.0,44946480130.0,16675099240.0,11628981440.0,50978613300.0,,1342.21494,1342.21494,27306480.0,27306480.0,1140.0,34.64865,11.9165151678,89269005780.0001,60864447410.0,13834857740.0,375000.0,362972714440.0,170989669090.0,560057341220.0,233804268760.0,11151711630.0,,41923473150.0,911293477030.0,51850926320.0,181476753820.0,295252902400.0,72062093640.0,252419649590.0,367682074040.0,136871613350.0,519332027880.0,233819578150.0,77137828650.0,367078000.0,1353322250.0,39896330680.0,526469610.0,-488082950.0,-43897684010.0,39369861070.0,-4765213690.0,12.2578,,9.68156,1
CEE.HM,,602967219760.0,1471287760.0,79521085640.0,3376958120.0,4172014260.0,,213.3428,213.3428,39500000.0,39500000.0,,2.88096,1.6841285397,20200484260.0,10179521410.0,41619259150.0,,1397471075480.0,505657794730.0,2063961205070.0,16697640710.0,58064030.0,15729565310.0,25397156730.0,2134492601680.0,100296277850.0,997942753510.0,957045796540.0,233790465210.0,566248170050.0,1190843190580.0,48701540950.0,431950865720.0,536766748230.0,12906912040.0,,5345342910.0,-9850174930.0,4333166360.0,-644474402460.0,666462414710.0,-14183341290.0,12137837330.0,1.24892,,0.64191,0
TCD.HM,,2741526153570.0,370320326700.0,124577596110.0,37239161980.0,307342835850.0,,2533.53493,2533.53431,121764360.0,121772230.0,,12.2201,11.2840663473,373539665870.0,351142821460.0,1270774478590.0,981041748890.0,1142908630980.0,503240823930.0,3783650305950.0,58674174750.0,461780400.0,,1246289589970.0,5769740260240.0,811638218660.0,583114011850.0,,,,,,,,,,5655099370.0,124210270340.0,20005309280.0,-108011476650.0,108495644250.0,104204961060.0,124690148450.0,11.98226,,9.87654,1
CTF.HM,,4464645958790.0,44041790530.0,50461866540.0,10220648730.0,49115727800.0,,905.86534,905.86534,66319610.0,66319610.0,0.0,6.46727,1.2251526979,81677523090.0,55238309600.0,55474603080.0,,648069209690.0,325137984320.0,1196236693920.0,74993446470.0,84658939980.0,71840057850.0,48000000000.0,1762091595440.0,138331526330.0,590165925660.0,869322988520.0,77040761640.0,723554096770.0,1073170397570.0,44543995820.0,505526559540.0,710777767730.0,6369886510.0,100000000000.0,24704168330.0,-150381889370.0,23751998290.0,-5633496410.0,171907012400.0,-174133887660.0,15891626610.0,1.37632,,1.08936,1
TNI.HM,,1921807294680.0,-16014488440.0,23165352910.0,157995780.0,-16269677120.0,,-110.46302,-110.46302,52500000.0,52500000.0,,1.50186,1.1809619486,23347964630.0,22506687860.0,13759549770.0,6300000000.0,562744307080.0,244192760360.0,878173575190.0,90579846990.0,436811590.0,,155298146620.0,1124822321890.0,44870549270.0,338145161960.0,359272758350.0,377049170.0,294164499090.0,494949807520.0,56870384620.0,588468640480.0,280373627880.0,388259000.0,135300000000.0,841276760.0,-95863985430.0,1516586360.0,51848454010.0,43980662870.0,-97380571789.9999,-31321450.0,-0.84541,,-0.8537,1
EVG.HM,,938673685000.0,29699241770.0,201396570.0,5947065060.0,23433800900.0,,169.94027,169.94027,114951680.0,114951680.0,,3.66804,2.6116882185,25582105280.0,25290881640.0,68673008790.0,,282591028980.0,214572262530.0,1381440371880.0,30860986250.0,0.0,,251603254300.0,2030455684700.0,321193911970.0,2000000000.0,239916473560.0,0.0,2600000000.0,334917230890.0,61006514420.0,693996880160.0,26785716320.0,3592997390.0,46029077750.0,293640170.0,-340034023860.0,14299570160.0,-65478930610.0,449400000000.0,-354333594020.0,43887045530.0,3.07574,,2.29892,1
TDG.HM,,1438021627060.0,19980250770.0,12673729650.0,4265027120.0,15715223650.0,,944.31621,944.31621,16770000.0,16770000.0,,4.71239,2.1268500961,32543756830.0,31009514340.0,44514409320.0,33536230300.0,200107755360.0,34588657950.0,345719235280.0,14758777870.0,81505820.0,,,570786675940.0,160206640220.0,183698241420.0,181785050590.0,7341920020.0,172031920020.0,245442469610.0,30890264300.0,198590264300.0,134951567510.0,239426358060.0,56315499000.0,1226841260.0,-12087365590.0,,6819490.0,17723169430.0,-12087365590.0,5642623320.0,1.37039,,1.07786,1
LEC.HM,,548888901240.0,4242805540.0,21174022420.0,3489987050.0,103416670.0,,283.53371,283.53371,26100000.0,26100000.0,0.0,7.06151,3.9551003932,35084937910.0,21876914310.0,11391660400.0,,142729736110.0,158887177410.0,758135169930.0,43103847270.0,33302419880.0,43558155920.0,58838521600.0,937338557350.0,102377397170.0,297982164730.0,593160419900.0,0.0,297982164730.0,624755985870.0,50398571480.0,312582571480.0,318186070300.0,250442760.0,,8879212720.0,-45719841190.0,2285080900.0,-55958921000.0,94702935320.0,-48004922090.0,-6975826860.0,0.73183,,0.0187,1
THI.HM,,2318740664640.0,88582616860.0,90450302320.0,22301495880.0,81268540470.0,,2149.25074,2149.25074,44012650.0,44012650.0,1900.0,13.32051,5.8552260917,201681296990.0,140954220890.0,260656017670.0,15000000000.0,663769778310.0,1021522589000.0,2001234099420.0,406537639740.0,57969421150.0,148606904900.0,537263289740.0,3245794392880.0,355141954890.0,848731222670.0,1542889742960.0,333005676270.0,1336022632720.0,2047354520480.0,555289778480.0,1246597178950.0,988385616600.0,141096251510.0,72620064000.0,25998307620.0,147872379040.0,221842199200.0,-92582097570.0,-57883690670.0,-73969820159.9999,-2593409200.0,4.79947,0.0,3.04756,1
HII.HM,,8136145870290.0,129106602960.0,28800027940.0,24461421200.0,80177418940.0,,1727.0511,1727.0511,46430560.0,46430560.0,,6.30309,1.1199120623,140304570510.0,92563559430.0001,110874412720.0,9656000000.0,953233363600.0,337371604740.0,1716469167530.0,318186869020.0,13074386530.0,,68675519850.0,2224226821560.0,636136348530.0,626066937570.0,930793816680.0,26413239000.0,570044232170.0,1042016748510.0,100934023550.0,488438902980.0,513724933640.0,23811790790.0,,6134906240.0,-86162583530.0,5067876200.0,-37794497940.0,162650322270.0,-91230459730.0001,34089421360.0,1.54994,,0.97005,1
SJF.HM,,481139152080.0,13203377660.0,17943041560.0,-4707033410.0,17934149280.0,,226.44128,226.44128,79200000.0,79200000.0,,1.28141,-1.5279089084,15554174230.0,-7553103550.0,31559396920.0,0.0,565996228250.0,49910150770.0,682810910110.0,156841490060.0,57297498650.0,,148624454740.0,1163610961510.0,126947171040.0,89946000000.0,281590245210.0,37706448660.0,211326829140.0,343848861150.0,25132272160.0,817132272160.0,199687336500.0,14766660360.0,,5603532950.0,180197310470.0,461000000.0,-101035706140.0,-75695270500.0,179736310470.0,3411396010.0,2.6444,,3.62788,1
